,Unnamed: 0,헤드라인,내용,날짜,자치구,법정동
1797,1797,"허위광고로 지주택 조합원 모은 대행사, 法 ""5억7천 배상"" 판결",사업부지 면적의 95%이상 토지 매매계약이 완료됐다는 허위광고에 속아 조합원에 가입한 이들이 대행사를 상대로 낸 소송에서 승소했다.   6일 법조계 ...,2022.12.06,서울,전체
1798,1798,강동 삼익파크아파트 시공사에 대우건설,"대우건설은 서울시 강동구 길동에 위치한 삼익파크아파트 재건축정비사업의 시공사로 선정되며 올해 도시정비사업부문 수주액 5조원을 돌파, 작년 한 ...",2022.12.05,강동구,길동
1799,1799,서울 도봉구 창3동 정비사업 주민 갈등 심각,서울 도봉구 창3동 정비사업과 관련 주민 갈등의 골이 깊어지고 있다. 주거환경 개선을 위한 목적으로 공공재개발 사업과 모아타운 사업이 주민 공모 신 ...,2022.12.02,서울,전체
1800,1800,"용산구, 이촌동 한강맨션 재건축 관리처분계획인가",서울 용산 이촌동 한강맨션 재건축이 본격화된다.서울 용산구는 ‘한강맨션 주택재건축정비사업 관리처분계획인가’를 구보에 2일 고시했다. 지난해  ...,2022.12.02,서울,전체
1801,1801,고양특례시 내 주차장 공급 부족...해결책은,'노후주거단지 주차시스템 선진화 방안'을 주제로 경기도 정책토론대축제가 지난 달 29일 열렸다.   경기도의회 도시환경위원회 소속 이택수(도시환경 ...,2022.12.02,그외,전체
1802,1802,원도심지역 노후환경 개선하려면...,‘원도심지역 활성화를 위한 공공주도의 도시정비사업 추진방안 토론회’가 28일 부천시 심곡동 행정복지센터 대회의실에서 열렸다.   토론회는 부천 ...,2022.11.30,서울,전체
1803,1803,"신당9구역재개발 현장설명회에 HDC현산, 코오롱글로벌 참여",서울 중구 신당9구역 재개발조합은전날(28일) 현장설명회에 HDC현대산업개발과 코오롱글로벌이 현장설명회에 참여했다고 밝혔다. 신당9구역은 내년 1월 ...,2022.11.29,서울,전체
1804,1804,서울 동대문구 용두 1구역 도시정비형 재개발 본격화,서울시 동대문구 용두동 23-8번지 일대 청량리재정비촉진지구 용두1구역(2지구) 도시정비형 재개발 사업이 본격화된다.  동대문구는 지난 23일 용두1구 ...,2022.11.29,서울,전체
1805,1805,3기 신도시 광명시흥 공공주택지구 지정,"광명시흥지구가 공공주택지구로 지정됐다.  국토부는 광명시흥 공공주택지구에 대한 공청회, 전략환경영향평가, 중앙도시계획위원회 심의 등을 완료 ...",2022.11.28,그외,전체
1806,1806,"진주 상평일반산단 휴폐업공장, 리모델링","진주시는 상평일반산단 휴폐업공장을 리모델링해 청년, 창업기업에게 임대한다고 27일 전했다.시는 지난 23일 한국산업단지공단 주관 2022년 산업단지 환 ...",2022.11.27,그외,전체
1807,1807,둔촌주공 12월 5일 청약...59㎡만 중도금대출가능,서울 강동구 둔촌주공아파트 재건축으로 세워지는 올림픽파크포레온에서 입주자 모집공고를 내고 분양에 돌입했다.  둔촌주공에 따르면 12월 5일 특별 ...,2022.11.25,강동구,전체
1808,1808,"우정사업본부, 지역특색 살린 우체국 조성 ","사과 주산지인 강원도 영월에 사과우체국이, 서핑 성지인 양양에는 서핑보드가 세워지고, 경북 경주에는 한옥 우체국이, 서천군 판교에는 신성리갈대밭 ...",2022.11.24,서울,전체
1809,1809,이수아파트지구 지구단위계획으로 전환...부족한 공원 확충,"삼호1차·2차·3차, 현대멤피스, 방배에버뉴, 쌍용예가 등이 위치한 이수아파트지구를 지구단위계획구역으로 전환하는 내용의 지구단위계획(안)을  서울 ...",2022.11.24,서울,전체
1810,1810,"서초아파트지구, 지구단위계획으로 전환",서초아파트지구를 지구단위계획구역으로 전환하는 내용의 계획안을 서울시 도시·건축공동위원회가 수정가결했다. 24일 서울시는 과거 도시관리 기법 ...,2022.11.24,서울,전체
1811,1811,7호선 남성역 인근에 공공복합청사 건립,지하철 7호선 남성역 역세권에 공공복합청사가 들어선다. 서울시는 23일 제16차 도시·건축공동위원회를 열고  「남성역세권 지구단위계획구역 및 지구 ...,2022.11.24,서울,전체
1812,1812,은마아파트 주민들 'GTX-C 우회' 요구,"재건축을 앞둔 서울 강남구 은마아파트 주민들이 GTX-C노선(수도권 광역급행철도) 노선 우회를 요구하는 가운데 원희룡 국토교통부 장관이 ""누가 무 ...",2022.11.24,서울,전체
1813,1813,1기 신도시 연구용역 착수...내년 2월 특별법 발의,정부가 1기 신도시 정비기본방침 수립 및 제도화 방안 마련을 위한 연구용역에 착수했다. 지난 10일 선정된 연구수행기관은 국토연구원·한국법제연구원 ...,2022.11.23,그외,전체
1814,1814,"GS건설, 도시정비사업 수주 6조3,492억...7조 눈앞","GS건설이 올해 도시정비사업 수주 6조3,492억원을 돌파했다. 서울에서 따낸 도시정비사업만 2조9,835억원에 이른다.   23일 GS건설에 따르면 1월 서울 용산 ...",2022.11.23,서울,전체
1815,1815,서울 재개발‧재건축 자료 등 온라인서 확인 가능,서울시와 25개 자치구에서 진행하는 재개발‧재건축 등 정비계획이나 지구단위계획 자료 등을 시청‧구청 방문없이 ‘서울도시계획포털(urban.seoul.go.k ...,2022.11.23,서울,전체
1816,1816,대치 미도아파트 최고 50층 재건축...35층 룰 폐지,준공 40년을 앞둔 강남 대치동 미도아파트가 서울시 신속통합기획을 통해 최고 50층 단지로 탈바꿈한다. 미도아파트 최고 50층 계획으로 서울시가 일반주 ...,2022.11.23,서울,전체
1817,1817,"서대문 좌원상가 재개발에 김용일 서울시의원 ""안전확보 신경을""",준공 56년을 맞이한 서울시 서대문구 좌원상가에 대해 서울시가 지난 달 27일 도시재생안정사업 사업계획안을 원안 가결했다.  이와 관련 김용일 서울 ...,2022.11.22,서울,전체
1818,1818,"경기 광주 역동구역 공공재개발 추진...2,827호 공급","경기도는 광주시 역동 141-6번지 일원 11만 1천㎡ 규모에 주택 약 2,827호를 공급할 계획이라고 밝혔다.  도는 경기주택도시공사(GH)의 광주 역동구역 공공 ...",2022.11.22,그외,전체
1819,1819,"두산건설, 449억 LG화학 대전기술연구원 리모델링 수주",두산건설은 대전 LG화학 대전기술연구원의 제2연구동 및 Pilot동의 리모델링 공사를 수주했다고 22일 전했다.LG화학 대전기술연구원은 대전시 유성구 문 ...,2022.11.22,그외,전체
1820,1820,"쌍용건설, 강동구 명일현대아파트 리모델링 수주",서울시 강동구 명일현대아파트 리모델링조합은 지난 19일 총회를 개최하고 쌍용건설을 시공사로 선정했다.   준공 35년(1988년)이 된 명일현대아파트는 ...,2022.11.22,강동구,전체
1821,1821,"“1기 신도시 재건축, 미래형 도시로 나아가는데 주안점 둬야”","경기도 분당, 평촌, 산본, 인산, 중동 등에 1991년부터 1994년까지 3년이라는 짧은 기간 동안 1기 신도시 사업이 이뤄졌다. 현재 준공 30년을 도래하면서 정 ...",2022.11.18,서울,전체
1822,1822,영등포구 12월  ‘찾아가는 재개발‧재건축 상담센터’ 운영,서울 영등포구는 12월부터 정비사업에 대한 주민 이해를 돕고자 ‘찾아가는 재개발·재건축 상담센터’를 운영한다고 밝혔다.   영등포구는 총 9종류 ...,2022.11.17,서울,전체
1823,1823,영등포1-11재정비촉진구역 사업대행자로 한국토지신탁 선정,영등포1-11 재정비촉진구역 도시환경정비사업 사업대행자에 한국토지신탁이 선정됐다.  영등포1-11 재정비촉진구역 도시환경정비사업조합은 지난 11일 ...,2022.11.17,그외,전체
1824,1824,안양 뉴타운맨션삼호아파트 재건축 시공자로 GS건설 선정,GS건설은 지난 15일 안양 뉴타운맨션삼호아파트지구 주택재건축 정비사업 시공자로 선정됐다고 공시했다. 안양 뉴타운맨션삼호아파트지구 주택재건축 ...,2022.11.17,그외,전체
1825,1825,"한남4구역 최고 23층 2,167세대로 재개발",한남4구역에 대한 재정비촉진계획 수정안이 서울시 도시재생정비위원회 문턱을 넘었다. 시는 전날(15일) 제8차 서울특별시 도시재정비위원회를 통해 한 ...,2022.11.16,서울,전체
1826,1826,동대문 전농7구역 장기미집행 부지에 시립도서관 건립,서울 동대문구 전농동 440-9번지 일원에 위치한 전농7재정비촉진구역 내 장기미집행 부지에 시립도서관이 건립된다.  시는 전날(15일) 제8차 도시재정비 ...,2022.11.16,서울,전체
1827,1827,세운재정비촉진지구 보행자전용도로·주차장 설치 ,"세운재정비촉진지구(3-4·5, 6-3-4구역)에 보행자전용도로와 주차장 등이 확충된다.  서울시는 전날(15일) 제8차 서울특별시 도시재정비위원회를 열고 세 ...",2022.11.16,서울,전체
1828,1828,구로 가리봉 구 시장 최고 12층 복합시설로 탈바꿈,"20년간 방치되었던 서울 구로구 가리봉 구(舊) 시장 부지(면적 3,708.2㎡)에 지하 3층~지상 12층 규모로 청년주택, 주차장, 공공지원시설이 건립된다. 사업 ...",2022.11.16,서울,전체
1829,1829,"둔촌주공 재건축 3.3㎡당 3,829만원...전용 84㎡ 13억원선","서울 강동구 둔촌주공아파트 재건축 단지의 3.3㎡당 일반분양가가 3,829만원으로 결정됐다.  정비업계에 따르면 강동구청은 분양가 상한제 심의위원회 ...",2022.11.16,강동구,전체
1830,1830,안산·평택 소재 2개 재건축 조합서 지적사항 적발,안산시와 평택시 소재 재건축 정비사업 2곳에서 총회의결 누락 등 지적사항 32건이 적발됐다. 경기도는 해당 정비사업지에 오류 개선 및 고발 등의 조치 ...,2022.11.16,서울,전체
1831,1831,"1기 신도시 재정비 시동...경기도, 시민협치위원회 위촉","일산, 평촌, 산본, 중동 신도시 주민 80명이 1기 신도시 재정비를 위한 주민 의견 청취와 공동대응 방안을 모색하기 위해 시민협치위원으로 위촉됐다. 위 ...",2022.11.16,그외,전체
1832,1832,"청주시, 남주·남문 일원 소규모 주택정비 추진 ",충북 청주시 남주동 189-9번지 일원에 소규모주택정비사업이 추진된다.  청주시는 '남주·남문 소규모 주택정비 관리계획 수립용역'에 착수했다고 15일 ...,2022.11.15,그외,전체
1833,1833,"용인수지지주택 사업, 얽힌 실타래 풀리나...",용인수지지역주택조합원들은 지난 13일 수지구청 앞에서 가두행진을 했다고 15일 밝혔다. 이들은 수지구청에서 용인 수지구 성복동에 위치한 지역주택 ...,2022.11.15,서울,전체
1834,1834,반포 래미안 원베일리 조합장 직무집행정지...부조합장 직무대행 ,신반포3차경남아파트 주택재건축정비사업조합(래미안 원베일리)조합장에 대한 직무집행정지 가처분신청이 인용되면서 10일자로 김석중 조합장에 대한 ...,2022.11.11,서울,전체
1835,1835,반포주공1단지 5002세대로 재건축,"반포주공1단지(1·2·4주구) 건축계획안이 서울시 심의를 통과하면서 공동주택 55개동 50002세대(공공주택 211세대)와 부대복리시설, 근린생활시설, 공공개 ...",2022.11.11,서울,전체
1836,1836,"40년 노후 미아4-1구역, 22층 1000가구 신속통합기획안 확정",40년 이상 노후된 건축물이 72.8%에 달하는 미아4-1구역이 최고 22층 1000가구 아파트로 변모한다.  서울시는 미아4-1구역의 신속통합기획안을 확정했다고 ...,2022.11.10,서울,전체
1837,1837,"서울시, 광진구 뚝섬유원지역 인근에 공공시설 도입","서울 광진구 자양동 72-1번지 일대, 서울 지하철 7호선 뚝섬유원지역 인근에 공공시설이 들어선다. 시는 9일 제15차 도시·건축공동위원회를 개최하고 광 ...",2022.11.09,서울,전체
1838,1838,서울 관악구 양지병원 최고 12층으로 증축,서울시 관악구에 위치한 양지병원이 지하 3층~지상 10층 총 2개동에서 구관 철거 후 1개동으로 지하 6층에서 최고 12층으로 증축한다.   서울시는 9일 제 ...,2022.11.09,서울,전체
1839,1839,서울 목동 14개 단지 재건축 본격화...지구단위계획 재정비,서울 목동 14개 단지에 대한 재건축 시동이 걸렸다.  서울시는 9일 제15차 도시·건축공동위원회를 열고 목동지구 택지개발사업 지구단위계획구역 및 계 ...,2022.11.09,서울,전체
1840,1840,"SK에코플랜트-롯데건설, 중화1구역 재개발한 ‘리버센 SK뷰 롯데캐슬’ 분양",SK에코플랜트와 롯데건설은 중화1구역을 재개발한 ‘리버센 SK뷰 롯데캐슬(Riversen SK VIEW 롯데캐슬)’ 분양에 나섰다.  서울 중랑구 중화동 331-1번지 일대 ...,2022.11.08,서울,전체
1841,1841,"도곡삼호아파트 재검축 조합, 관리처분인가 득",서울 강남구 도곡동 도곡삼호아파트 주택재건축정비사업조합이 최근 강남구청으로부터 지난 5일 관리처분계획을 인가받았다. 8일 정비업계에 따르면 ...,2022.11.08,서울,전체
1842,1842,서울 강남 개포도서관 재건축 추진,서울 강남구 개포도서관 재건축이 추진된다.  서울특별시교육청은 개포도서관에 대한 재건축이 중앙투자심사에서 최종 승인됐다고 8일 전했다.  시 ...,2022.11.08,서울,전체
1843,1843,"한남2구역재개발 수주한 대우건설, 어깨가 무겁다","비방과 홍보가 혼재된 한남2구역 수주전. 지난 5일 한남2구역재개발정비사업 조합은 시공자 선정을 위한 총회를 열었고, 대우건설이 최종 시공자가 됐다 ...",2022.11.08,그외,전체
1844,1844,"HDC현산, 광주 학동4구역 철거 공사 재개",광주광역시 동구 학동4구역 주택재개발 정비사업 철거 공사가 1년 5개월만에 재개됐다고 8일 HDC현대산업개발은 전했다. 재개발 정비사업은 2023년 상반 ...,2022.11.08,그외,전체
1845,1845,"광명시 광명3구역, 공공재개발 후보지로 선정",한국토지주택공사(LH)는 광명시 광명3구역을 공공재개발사업 후보지로 선정했다고 8일 밝혔다.   공공은 노후도 등 정비구역 요건을 만족하는 지역을 ...,2022.11.08,그외,전체
1846,1846,여의도 시범아파트 신통기획 확정..최고 65층으로 ,"서울 여의도 시범아파트의 신속통합기획안이 확정되면서 재건축에 속도를 높이게 됐다. 여의도 시범아파트(10만 8,800㎡, 1,584세대)는 1971년 준공돼 50년 ...",2022.11.07,서울,전체
1847,1847,DL이앤씨 부산촉진3구역재개발 수주,DL이앤씨는 부산 촉진 3구역 주택재개발정비사업 시공사로 선정됐다고 7일 전자공시했다. 부산촉진3구역주택재개발조합은 정비사업을 통해 부산시 부 ...,2022.11.07,그외,전체
1848,1848,"뇌물수뢰 재판받는 조합장, 새 집행부 선거에 재출마?",재개발 사업지 조합장이 뇌물수뢰 및 배임을 받는 상황에서 임원선임총회에 다시 출마하려 한다는 주장이 제기됐다. 에 따르면 신림2재정비촉진구역주 ...,2022.11.07,서울,전체
1849,1849,"한신공영,강릉 이화연립 소규모주택재건축 수주",한신공영(주)은 강릉 이화연립 소규모주택재건축 정비사업에 대한 공급계약을 체결했다고 7일 전했다.  강릉 이화연립 소규모주택재건축 조합은 강 ...,2022.11.07,그외,전체
1850,1850,한남2구역 재개발 시공사에 대우건설 선정,한남2구역 재개발 조합원 다수는 사업 시공자에 대우건설을 택했다. 한남2재정비촉진구역 주택재개발정비사업조합은 5일 오후 서울 서대문구 감리교신 ...,2022.11.05,서울,전체
1851,1851,자치구 경계 지역 정비사업 시 인접지 의견 수렴해야,이민석 서울시의원은 자치구 경계 지역에서 정비사업 추진 시 인접 지역 주민의 의견도 수렴되어야한다고 강조했다. 또 공공재개발 주민참여단 요건 일 ...,2022.11.05,서울,전체
1852,1852,"""주민 정착률 향상시킬 도시재생사업 필요""","과거 도시재생사업의 정책적 오류로 예산 낭비는 물론 성과 또한 미진했다는 지적이 나왔다. 윤종복 서울시의원(국민의힘, 종로1)은 제315회 정례회 도 ...",2022.11.04,서울,전체
1853,1853,"동대문구, 전농9구역 공공재개발 주민설명회 개최 ",동대문구는 전농9구역 공공재개발사업과 관련 오는 15일 주민공람 및 주민설명회를 개최하고 주민의견을 듣는다고 4일 밝혔다.  구는 지난 7월 말 전농 ...,2022.11.04,그외,전체
1854,1854,한남2구역 재개발 시공사 선정 코앞...승기 누가 잡을까,한남2구역재개발 수주를 놓고 대격돌을 펼치고 있는 대우건설과 롯데건설이 '부재자 투표' 중단 및 재개 상황을 두고 다툼을 벌이고 있다.  4일 정비업 ...,2022.11.04,그외,전체
1855,1855,"울산 B04 재개발 조합, 두번째 시공사 찾기 나섰지만...",울산광역시 중구 B04구역 재개발 사업 시공사 입찰이 또다시 유찰된 것으로 알려진다.   3일 도시정비업계에 따르면 울산B04구역 재개발 시공에 삼성물 ...,2022.11.03,그외,전체
1856,1856,"한남2구역 재개발 수주전, 진흙탕 싸움 되나","한남2구역 재개발 사업 수주를 놓고 대우건설과 롯데건설의 경쟁이 과열되고 있다. 특히 지난 2일 오전 시공자 선정을 위한 부재자 투표 당시, 대우건설 ...",2022.11.03,그외,전체
1857,1857,"성남시, 재개발·재건축 추진지원단 운영 본격화",성남시는 시장 지속 재개발·재건축 추진지원단 운영을 본격화했다.  시는 전날(2일) 오후 시청 3층 산성누리에서 성남시 부시장을 단장으로 도시계획 ...,2022.11.03,서울,전체
1858,1858,"한신공영, 전주 가로주택‧안양 재건축 수주",한신공영은 최근 전북 전주시 태평동 가로주택정비사업과 경기도 안양시 만안구 안양동 대동아아파트 재건축정비사업을 연달아 수주했다.   10월 수 ...,2022.11.03,그외,전체
1859,1859,한남2구역 부재자 투표 중단 논란...신고자가 경쟁사?,"한남2구역 수주에 대우건설과 롯데건설이 열을 올리고 있는 가운데, 2일 오전 시공자 선정을 위한 부재자 투표에 대우건설 협력업체 직원이 개입됐다는 ...",2022.11.02,그외,전체
1860,1860,“소규모재개발사업 손실보상 의무화 필요”,"소규모 재개발 사업에서 손실보상의무를 명문화하는 「빈집 및 소규모주택 정비에 관한 특례법」 개정안이 발의됐다.  이병훈 의원(더불어민주당, 광 ...",2022.11.02,서울,전체
1861,1861,"GS건설, 충북 청주 사직1구역 재개발 공사 수주 ","GS건설은 청주 사직1구역 주택재개발정비사업 공사를 수주했다고 1일 전자공시했다.   공사금액은 2770억2천만원이며, 공사기간은 착수일로부터 39개월 ...",2022.11.01,그외,전체
1862,1862,"헌재 ""재건축 조합장 후보 금품수수 처벌 '도정법' 조항 합헌""",재개발·재건축 정비사업 내 조합 임원 선출과 관련하여 후보의 금품수수를 처벌하는 내용의 도시 및 주거환경정비법 조항은 합헌이라는 헌법재판소 결 ...,2022.11.01,그외,전체
1863,1863,"""구민 원하는 방향으로 정비사업 진행""...강북구, 재개발·재건축 상담",강북구는 정비사업을 추진하거나 추진 예정인 구민들을 대상으로 맞춤형 행정서비스를 제공하기 위해 재개발·재건축 상담센터를 운영하고 있다.    ...,2022.11.01,서울,전체
1864,1864,강원 원주 단계주공아파트 재건축 시공사에 DL이앤씨,DL이앤씨는 단계주공아파트 주택재건축정비사업 시공사로 선정됐다고 31일 전자공시했다.  단계주공아파트 주택재건축정비사업조합은 강원도 원주시 ...,2022.10.31,그외,전체
1865,1865,"삼성물산, 흑석2 재개발 시공사로 선정...공사비 6762억 ",삼성물산 건설부문은 서울주택도시공사(SH)가 시행자로 참여하는 공공재개발 사업지인 서울 동작구 흑석2구역 시공사로 참여한다고 31일 전했다.   시 ...,2022.10.31,서울,전체
1866,1866,"개포우성7차 재건축 추진위 신청, 802세대서 1234세대로 ",개포우성7차아파트 재건축사업 조합설립 예비추진위원회가 지난 27일 강남구청에 추진위원회 승인신청을 한 것으로 알려진다.  31일 정비업계에 따르 ...,2022.10.31,서울,전체
1867,1867,"대우건설 컨소, 성남 수진1구역 재개발 수주...공사비 1.5조","대우건설이 주관하고 50% 지분참여로 꾸린 메가시티사업단(현대건설 30%, DL이앤씨 20%)이 성남시 수정구에 위치한 ‘수진1구역 재개발정비사업’에서 시 ...",2022.10.31,서울,전체
1868,1868,'소규모재건축 사업성' 서울시 무료 분석,"서울시가 1만㎡ 미만, 200세대 미만 소규모 주택단지의 재건축 사업성 무료로 분석한다. 시는 빠른 주택공급을 유도하고 소규모재건축을 활성화하기 위 ...",2022.10.30,서울,전체
1869,1869,"우암2구역 재개발 조합, 정비계획 변경",부산광역시는 우암2구역 재개발 정비계획 및 정비구역 변경지정을 최근 고시했다.   우암2구역주택재개발정비사업조합은 부산시 남구 우암동 129 일대 ...,2022.10.28,그외,전체
1870,1870,56년된 서울 서대문 좌원상가 34층 빌딩으로 재개발,1966년 준공되어 56년을 맞이한 국내 최초 주상복합건물 좌원상가 재개발된다.  서울 서대문구 남가좌동 295-5에 위치한 좌원상가는 정밀진단안전결과 ...,2022.10.28,서울,전체
1871,1871,노원 월계동 500 일원 모아타운 주민설명회 개최,하반기 모아타운 대상지에 포함된 월게동 500 일원 주민들을 대상으로 사업 및 공공지원 설명회가 열렸다.   서울특별시의회 주택공간위원회 신동원  ...,2022.10.28,노원구,월계동
1872,1872,‘동자동 쪽방촌’...尹 정부식 도심복합개발사업 추진하면? ,서울 도심권의 대표적인 재개발 지역인 서울역 동자동 쪽방촌 개발방식과 관련 공공개발과 민간개발 등 두 가지 방식별 개발 이익을 분석하는 자리가  ...,2022.10.28,서울,전체
1873,1873,"서울 홍제3구역, 23층 634세대 단지로 재건축",서울시는 서대문구 홍제3구역 주택재건축사업에 대한 건축계획안을 최근 통과시켰다.  홍제동 104-41 일대에 위치한 홍제3 주택재건축사업은 정비사업 ...,2022.10.27,서울,전체
1874,1874,"현대ENG-GS건설, 이촌 한가람아파트 리모델링 사업 수주 ",이촌 한가람아파트 리모델링주택조합은 지난 22일 시공사 선정 총회를 열고 현대엔지니어링-GS건설 컨소시엄을 시공사로 최종 선정했다.  25일 현대엔 ...,2022.10.25,그외,전체
1875,1875,부천원종 가로주택정비사업 준공...입주 시작,부천원종 가로주택정비사업이 준공하여 입주를 시작한다.  국토교통부는 한국토지주택공사(LH)가 공동시행자로 참여한 소규모주택정비사업 중 하나이 ...,2022.10.25,그외,전체
1876,1876,"1기 신도시 재정비 시범지구, 5곳 전부 지정","일산, 분당, 중동, 평촌, 산본 등 5개 신도시 모두에서 1기 신도시 재정비를 위한 시범지구가 지정된다. 국토부가 2024 마스터플랜 내 정비기본방침을 통 ...",2022.10.25,서울,전체
1877,1877,"인천 재개발·재건축 사업 179곳...""주거생활 질 높인다""","인천시 전역에서 진행 중인 재개발·재건축 사업은 179곳에 달한다. 도시 및 주거환경정비법에 근거한 정비사업은 도시기능 회복, 주거환경 개선 등에 따 ...",2022.10.24,서울,전체
1878,1878,"서울 세운지구 재개발, 지침 마련",서울시는 공공에서 선제적 가이드라인을 제시하여 민간에서도 적극적으로 개발계획을 제안토록 한다.  오세훈 시장은 23일(현지시간) 프랑스 파리 리 ...,2022.10.24,서울,전체
1879,1879,"‘사전이주비’ 논란 부산 괴정5구역 재개발사업, 최인호 의원 국감서 질타",부산 사하구 괴정5구역 재개발사업 비리 의혹 가운데에 있는 포스코건설과 건축설계 업체를 질타하는 소리가 국정감사에서 나왔다. 국회 국 ...,2022.10.24,서울,전체
1880,1880,"SK에코플랜트, 인천 미추홀 숭의5구역재개발 사업 수주",인천 미추홀구 숭의동 '숭의5구역 재개발 사업' 시공자에 SK에코플랜트가 선정됐다.  23일 정비업계에 따르면 '숭의5구역 재개발 사업' 조합은 지난 22일 ...,2022.10.23,그외,전체
1881,1881,"군포시, ‘2030년 도시·주거환경정비기본계획’ 고시…정비사업 탄력","군포시는 ‘2030년 군포시 도시·주거환경정비기본계획’을 21일 고시했다. 현재 군포시에는 정비구역으로 지정된 4개 구역, 사전타당성 검토가 ...",2022.10.21,그외,전체
1882,1882,"30살 1기 신도시, 합리적이고 실현가능한 재정비 하려면...",준공 30년 차에 접어든 1기 신도시에 대한 재정비 방안 마련을 위해 경기도와 도의회는 21일 오후 안양과천상공회의소 대회의실에서 정책 토론회를 개최 ...,2022.10.21,서울,전체
1883,1883,"목포 서산·온금지구 재개발, 유달산 경관 훼손 20층 아파트 건설 반대 ",목포시민사회소통과연대는 20일 오전 목포시청 앞에서 긴급 기자회견을 열고 목포시에 서산·온금 지구 재정비촉진사업을 원점에서 재검토할 것을 촉구 ...,2022.10.20,서울,전체
1884,1884,"서울 중화동 우성타운, 20층 223세대 아파트로 재건축",지은 지 36년된 서울 중랑구 중화동 우성타운이 재건축을 통해 기존 7개동 3층 96세대에서 최고 20층 3개동 223세대(공공주택 15세대)로 탈바꿈한다.  서울 ...,2022.10.20,서울,전체
1885,1885,"서울 금천구 시흥 3,5동 모아타운 주민설명회","국토교통부 모아타운 후보로 선정된 서울 금천구 시흥 3동, 시흥 5동 추진준비위원회 등을 대상으로 주민설명회가 열렸다.  금천구는 전날(19일) 오후  ...",2022.10.20,서울,전체
1886,1886,재건축 심의 통과한 ‘43살 은마아파트’ 35층으로 재탄생한다,강남 재건축 일번 주자로 손꼽혀온 은마아파트가 그간의 우여곡절을 마무리하고 숙원사업을 이루게 됐다. 서울시는 지난 19일 오후 서울 도시건축센터 ...,2022.10.20,서울,전체
1887,1887,수원시 ‘2030 도시주거환경정비 기본계획’ 재정비,"수원시는 ‘2030 도시주거환경정비 기본계획’ 재정비를 시작했다. 시는 전날(18일) 시청 중회의실에서 수원시의회 의원, 수원시 정책실장, 도시개발국 ...",2022.10.19,서울,전체
1888,1888,"방배신동아 재건축, 시공자 재선정 예정",방배신동아아파트재건축조합은 지난 14일 시공자 재선정 입찰공고를 냈다.  정비업계에 따르면 지난 8월 19일 개최된 방배신동아아파트재건축조합 시 ...,2022.10.18,그외,전체
1889,1889,"강북구, 주거정비과 신설...재개발·재건축, 모아타운 중점 추진"," 서울 강북구는 주거정비과 신설, 도시재생과 폐지 등 행정조직을 개편했다고 18일 밝혔다.  구 관계자는 “최근 증가하고 있는 주택정비사업 수요에 ...",2022.10.18,서울,전체
1890,1890,둔촌주공재건축 사업 6개월만에 '재착공',"둔촌주공아파트 재건축 공사가 6개월만인 17일 재개됐다.  둔촌주공아파트재건축조합은 시공사업단(현대건설, HDC현대산업개발, 대우건설, 롯데건설)과 ...",2022.10.17,그외,전체
1891,1891,HDC현산 부산 시민공원주변 촉진3구역 재개발 시공사 선정 해지,HDC현대산업개발은 부산 시민공원주변 재정비촉진지구 촉진3구역 재개발정비사업 시공자 선정 해지를 14일 공시했다.   HDC현산은 2017년 9월 16일 조합  ...,2022.10.14,그외,전체
1892,1892,"식사2지구 개발서 제외된 두산·원일빌라, 편입 대책 논의","고양 일산동구 식사2지구 개발에서 제외된 두산·원일빌라 개발편입 대책이 논의됐다. 두산·원일빌라 부지는 2016년, 2021년 수립된 2030년, 2035년 ‘고양 ...",2022.10.14,서울,전체
1893,1893,지분 쪼개 재개발 사업 시도...건설사 관계자 검찰 송치,지분 쪼개기로 재개발 사업을 하려한 건설사 관계자 등이 검찰에 송치됐다. <연합뉴스>에 따르면 아파트 브랜드 '루첸'으로 알려진 대명종합건설은 ...,2022.10.14,그외,전체
1894,1894,"포스코건설, 신반포 청구아파트 리모델링",준공 24년된 신반포 청구아파트 리모델링 시공자로 포스코건설이 선정됐다.  신반포 청구아파트 리모델링사업조합은 지난 5월말 서초구로부터 리모델 ...,2022.10.13,서울,전체
1895,1895,"한남2구역 조합원, 롯데건설 '도정법 위반' 고발 ",한남2구역 재개발 조합원이 롯데건설을 도시 및 주거환경 정비법 위반으로 지난 11일 용산경찰서에 고발한 것으로 알려진다. 금품 및 향흥 제공 등 불법 ...,2022.10.13,서울,전체
1896,1896,"오세훈 시장 ""재개발·모아타운 추진 시 침수 지역 우선 검토"" ","오세훈 서울시장은 12일 국회 행정안전위원회 서울시 국정감사에서 재개발, 모아타운 추진 시 침수 위험지역을 우선 검토하여 반지하 거주가구의 취약 ...",2022.10.12,서울,전체
1897,1897,"DL이앤씨, 경기 고양시 능곡5구역 재개발 수주",DL이앤씨는 전자공시를 통해 경기도 고양시 능곡5구역 주택재개발정비사업 시공자로 선정됐다고 12일 밝혔다.   사업지는 경기도 고양시 덕양구 토당 ...,2022.10.12,그외,전체
1898,1898,"이동환 고양시장 ""일산 신도시, 재건축 선도지역 지정토록 노력""","국토교통부가 1기 신도시 정비사업과 관련하여 2024년까지 선도지역을 지정하겠다고 밝힌 가운데, 이동환 고양특례시장이 환영 의사를 전했다.  11일 이 ...",2022.10.11,그외,전체
