,Unnamed: 0,헤드라인,내용,날짜,자치구,법정동
0,0,"한남2구역 재개발, 1월 이주 개시","한남2재정비촉진구역 주택재개발정비사업이 이주 절차에 돌입한다.한남2구역은 구역 내 점유자를 대상으로 오는 21일까지 이주비 신청, 이주계획서를  ...",2025.12.13,서울,전체
1,1,"북아현3구역, 사업시행계획 변경 총회 연기...정족수 확보 난항",서울 서대문구 북아현3 재정비촉진구역 주택재개발정비사업조합은 오는 13일 예정이던 사업시행계획 변경 총회를 27일로 연기한다고 밝혔다. 조합은 전 ...,2025.12.12,서울,전체
2,2,"부산시, 노후계획도시정비 1단계 선도지구 7,318호 선정",부산시가 노후계획도시정비 1단계 선도지구로 총 7318호를 선정하고 지원에 나선다.부산시는 14개 구역에서 공모 신청을 받고 특별정비예정구역 가운데 ...,2025.12.12,그외,전체
3,3,"서울시, 모아타운·재건축·재개발 대상지 66곳 토지거래허가구역 지정",서울 모아타운 대상지와 공공재개발·신속통합기획 후보지 등 총 6곳이 토지거래허가구역으로 지정됐다.서울시는 10일 제18차 도시계획위원회 심의를 거 ...,2025.12.11,서울,전체
4,4,"세계유산 영향평가 500m 확대..서울시 ""‘38개 정비사업 영향 받아..반대""","'세계유산 반경 500m 내 세계유산영향평가 의무화'를 규정한 국가유산청에 서울시가 ""강북 죽이기 법""이라며 강하게 반발했다. 종묘 인근 재개발 ...",2025.12.11,서울,전체
5,5,"국·공유지 375억 날릴 뻔...권익위, 내부신고자에 보상금 18.2억 지급",도시 재개발 사업과 관련해 도로 등 국·공유지 375억 원이 무상으로 넘어갈 뻔한 사건이 내부 신고로 드러났다. 국민권익위원회는 부패행위를 신고한 시 ...,2025.12.11,그외,전체
6,6,"DL건설, 중화동 329-38 일대 모아타운 수주",3개 구역을 통합 재개발하는 서울 중랑구 중화동 329-38번지 일대 모아타운 사업 시공사로 DL건설이 선정됐다. 가로주택 방식으로 개별 진행되던 중화2구 ...,2025.12.10,서울,전체
7,7,"여의도 광장아파트, 49층 1314세대로 재건축",여의도 광장아파트가 재건축 사업으로 최고 49층 1314세대 규모로 재탄생한다. 서울시는 지난 8일 ‘제13차 도시계획위원회 수권분과위원회’를 열고 여 ...,2025.12.09,서울,전체
8,8,"올림픽선수기자촌, 재건축 조합설립추진위 구성",서울 송파구 방이동 89번지 일원에서 추진 중인 올림픽선수기자촌아파트 재건축정비사업에 대한 조합설립추진위원회 승인이 완료됐다.송파구는 지난  ...,2025.12.09,서울,전체
9,9,"용산구, 서계통합구역 재개발 추진위 구성 승인",서울 용산구 서계동 33번지 일대에 추진하는 서계통합구역 주택정비형 재개발사업에 대한 추진위원회 구성이 승인됐다.용산구는 지난 달 28일 서계통합 ...,2025.12.09,서울,전체
10,10,"노원구 상계동 154-3번지 일대, 조합직접설립 추진",서울 노원구 상계동154-3번지 일대 주택정비형 재개발사업이 정비구역 지정 고시에 따라 조합설립 절차에 들어간다. 토지등소유자는 오는 2026년 11월까지 ...,2025.12.09,노원구,상계동
11,11,"홍제4구역, 인왕산 품은 단지로 재개발","서울 서대문구 홍제동 267-1번지 일대가 인왕산을 품은 877세대 단지로 재개발된다. 이 사업은 신속통합기획 시즌 2를 반영해 2028년 사업시행인가, 2031년  ...",2025.12.08,서울,전체
12,12,"연계형 정비사업 제도 손질, 시세재조사·일반분양 허용",정부가 연계형 정비사업을 활성화하기 위해 제도를 손질한다. 조합원 부담을 낮추고 사업성 지연을 막는 등 사업을 정상화시키겠다는 의지다.국토교통 ...,2025.12.08,그외,전체
13,13,"풍납미성아파트 413세대로 재건축, 문화유산 조사 조건",서울 송파구 풍납토성 인근에 위치한 ‘풍납미성아파트’가 총 413세대 규모 한강조망 단지로 거듭난다. 기존 275세대에서 413세대 규모로 한강 조망이 가 ...,2025.12.08,서울,전체
14,14,"서울시, 불광5구역 정비사업 조건부 의결...최고 45층 2425세대 공급",서울 은평구 불광동 238번지 일대 노후 주거지역이 정비사업으로 2400세대 규모의 단지로 탈바꿈한다.서울시는 지난 4일 제12차 정비사업 통합심의위원회 ...,2025.12.05,서울,전체
15,15,"성북1구역, GS-LH 손잡고 공공재개발...80m 단차 극복 특화설계",성북1구역이 GS건설과 LH의 손을 잡고 '자이 비원'으로 단지 생활의 시작을 알렸다.GS건설은 LH가 사업시행자로 참여하는 공공재개발사업인 '성북1구역 재 ...,2025.12.05,성북구,전체
16,16,"안양소년원 재건축 예산 확보...법무부, 과밀수용 해결책 마련","내년도 정부 예산에안양소년원 재건축, 중부권 여성소년원 신설 등이 반영됐다.법무부는 소년원 시설 확충으로 고질적 과밀수용을 해소할 근본적인 해 ...",2025.12.05,그외,전체
17,17,"세운지구 찾은 오세훈 ""개발떠나 주민 삶과 직결된 문제...사업 일정 구체화""","오세훈 서울시장이 세운지구 개발에 대해 ""개발을 떠나 주민의 삶과 직결된 문제""라며 사업 추진 병목지점을 검토하고 일정을 구체화하겠다고  ...",2025.12.04,서울,전체
18,18,노량진2구역 ‘드파인 동작’으로...404세대 규모 재개발,노량진2재정비촉진구역 주택재개발정비사업 조합(노량진2구역 재개발조합)이 4일 착공식을 열고 SK에코플랜트 하이엔드 브랜드 드파인을 적용한 '드파 ...,2025.12.04,그외,전체
19,19,재개발 조합설립 동의율 70%로 완화 추진,재개발사업의 조합설립 동의율을 현행 토지등소유자 4분의 3에서 100분의 70으로 낮추는 내용의 도시 및 주거환경정비법 일부개정법률안이 국회에서 발 ...,2025.12.04,서울,전체
20,20,"여의도 화랑아파트, 47층 244세대로 재건축 ",토지등소유자 동의율 87%로 조합을 설립한 여의도 화랑아파트가소규모 재건축을 추진한다.여의도 화랑아파트는 영등포구 여의도동 40-4번지 대지면적 9 ...,2025.12.04,그외,전체
21,21,정릉·수유·답십리·중화2·창전·성현동 모아타운 지정..8478세대 주택 공급,"서울시가 성북·강북·동대문·중랑·마포구 등 모아타운 6개 지역을 확정했다. 노후 저층 주거지 정비를 통해 총 8,478세대 규모의 주택을 공급한다.시는 ...",2025.12.03,성북구,전체
22,22,신흥3구역 '푸르지오 매그너스 파크'로...35층 3584세대 재개발,"경기 성남시 신흥3구역 재개발사업 시공사로 대우건설이 선정됐다. 이에 따라 대우건설은 올해 도시정비사업 누적 수주액은 3조 7,727억원을 달성했다.신 ...",2025.12.03,그외,전체
23,23,"영등포 신길13구역 공공재건축, 사업시행계획 인가","서울 영등포 신길13 재정비촉진구역 재건축 정비 사업이 사업시행계획 인가를 받았다서울주택도시개발공사(SH, 사장 황상하)는 27일 이같이 밝히고 "" ...",2025.11.28,서울,전체
24,24,"인천 만수주공 1~6단지, 1만1천세대로 재건축...조합설립추진위 승인",인천 남동구에 위치한만수주공아파트 1~6단지에 대한 재건축 사업 조합설립추진위원회가 승인됐다.남동구는 최근 고시 제2025-189호를 통해 '남동구 만수 ...,2025.11.27,그외,전체
25,25,잠실르엘·한화포레나미아 등 미리내집 400세대 입주자 모집,"서울의 대표 신혼부부 주거 지원 정책인 '미리내집'의 제6차 입주자 모집이 시작됐다.이번 공급은 신천, 미아 등 서울 전역 71개 단지에서 총 400세대 규모 ...",2025.11.27,서울,전체
26,26,"자양우성6차, 규제완화 수혜...용적률 360%·146세대 재건축","서울 광진구 자양우성6차 소규모재건축 추진준비위원회가 지난 14일, 22일 두차례 주민설명회를 열고 신속, 효율적인 사업 추진 의지를 밝혔다. 자양우성 ...",2025.11.25,서울,전체
27,27,"아이파크마리나·HDC현산, 부산 수영만요트경기장 재개발 착공",부산 해운대구 수영만 요트경기장이 동북아 해양 랜드마크로 탈바꿈한다.HDC그룹의 아이파크마리나와 HDC현대산업개발은 지난 24일 ‘수영만 요트경기장 ...,2025.11.25,그외,전체
28,28,"11월 넷째 주, 전국 11곳 2,080가구 청약 접수",분양 성수기인 가을임에도 불구하고 11월 넷째 주 청약 시장은 숨고르기에 들어간 분위기다.21일부동산 전문 리서치업체 리얼투데이에 따르면 11월 넷째 ...,2025.11.21,서울,전체
29,29,"동작구 본동구역, SH 사업시행자 지정 고시...분양 828세대로 확대",서울 동작구 본동 47번지 일대에서 추진 중인 본동구역 주택정비형 공공재개발사업이 사업시행자 지정 고시를 통해 착수 절차를 밟게 됐다.동작구는 지 ...,2025.11.21,서울,전체
30,30,"서울시, 세운지구 녹지재생 추진...시의회 ‘앙각규정 폐지’ 논의엔 선 그어",서울시가 종묘 맞은편에 위치한세운재정비촉진지구를 '녹지생태도심'으로 탈바꿈하는 개발을 추진 중인 가운데 서울시의회에서 '앙각규정 폐지'가 논 ...,2025.11.20,서울,전체
31,31,"개포우성6차 재건축 조합, 시공사 선정 돌입",서울 강남구 개포동에 위치한 개포우성6차 아파트가 재건축 사업을 위한 시공사 선정에 나선다.개포우성6차아파트 재건축조합은 지난 14일 시공사 선정 ...,2025.11.19,서울,전체
32,32,"규제 완화에 수원시, 도심 재정비 추진...우만·지동 등 재개발 길 열려",사진1) 13년만에 본궤도에 오른 R&D 사이언스파크 조감도.사진2) 첨단 연구 단지를 유치할 탑동 이노베이션밸리 조감도.사진3) 이재준 수원특례시장이 지 ...,2025.11.18,그외,전체
33,33,"국가유산청 ""유네스코, 종묘 앞 세운4지구 개발 승인 보류 요청""",유네스코가 서울 종묘 앞 세운4지구 재개발 계획에 우려를 밝히고 세계유산영향평가 결과가 나올 때까지 정비사업에 대한 승인을 보류할 것을 권고한  ...,2025.11.17,서울,전체
34,34,"삼성물산, 여의도 대교아파트 재건축 수주...'래미안 와이츠'로 탈바꿈",삼성물산 건설부문이 서울 영등포구 여의도동 대교아파트 재건축 사업 시공사로 선정됐다.여의도 대교아파트 재건축 조합은 15일 총회를 열고 삼성물산 ...,2025.11.16,서울,전체
35,35,오세훈 “세운지구 재개발은 서울의 미래...김 총리 조정자 역할 해달라”,"오세훈 서울시장은 16일 종묘 앞 세운4구역 재개발 사업에 대해 ""도시는 정체를 허락하지 않는 생명체""라며 ""서울의 미래를 위해 함께 가자&q ...",2025.11.16,서울,전체
36,36,"북가좌6구역 재건축 통합심의 통과, 불광천변에 1,953세대 공급","서울 서대문구 북가좌6구역 재건축 사업이 10여년 만에 본궤도에 올랐다. 정비사업으로 불광천변에 1,953세대 공동주택이 들어설 예정이다. ...",2025.11.14,서울,전체
37,37,"투기과열지구 지정 혼란 해소, 대책 이전 계약 '조합원 지위양도' 인정",국토교통부는 10.15 대책 시행 전 재건축 단지에서 매매 약정서를 작성하고 토지거래허가를 신청한 건에 한해 정식 계약 전이라도 조합원 지위 양도를 인 ...,2025.11.14,서울,전체
38,38,"여의도 시범아파트, 2,493세대로 재건축...한강 접근성 강화",여의도 시범아파트가 한강 품은 열린 단지로 재건축된다.서울시는 13일 제11차 정비사업 통합심의위원회에서 여의도 시범아파트 재건축 정비사업에 대 ...,2025.11.14,서울,전체
39,39,"종로구, 종묘 앞 세운4구역 재개발 ""서울시와 뜻 같이한다""","종묘 앞 세운4구역 재개발 사업에 대해 종로구는 ""서울시와 입장 뜻을 같이한다""고 밝혔다.종로구는 지난 12일 “본 사업은 종묘의 가치와 정체성 ...",2025.11.13,서울,전체
40,40,"현대건설, 부산 사직5구역 재개발 수주...도시정비 누적 9조 돌파",현대건설이 부산 사직5구역 재개발 사업을 수주하며 도시정비사업 수주 9조 원을 돌파했다.부산 사직5구역 재개발정비사업조합(조합장 임우진)은 지난 ...,2025.11.12,그외,전체
41,41,"서울시, 중랑·광진·관악 ‘모아타운’ 4곳 확정...5483세대 주택공급","서울시가 노후 저층주거지의 주거환경을 개선하고 도심 내 주택공급 속도를 높이기 위해 모아타운 4곳을 신규 지정했다. 용도지역 상향, 도로 확폭, 생 ...",2025.11.12,서울,전체
42,42,"세운4구역 주민 ""재개발 막으면 법적 대응...손실 감수하며 높이 낮췄다""","종묘 맞은편 세운4구역 재개발을 놓고 개발 당사자인 주민들이 국가유산청 등 정부부처가 고층 개발을 반대하는 데 대한 입장을 밝혔다. 이들은 ""문 ...",2025.11.11,그외,전체
43,43,"종묘 앞 재개발 공방...김민석 ""문화·경제 망칠 결정"" VS 오세훈 ""흉물 방치가 더 문제""","세계문화유산인 종묘의 맞은편 세운4구역 재개발을 둘러싼 논란이 이어지고 있다. 김민석 국무총리, 오세훈 서울시장, 더불어민주당, 정원오 성동구청 ...",2025.11.11,서울,전체
44,44,"대우건설, 마포구 중동 78번지 모아타운 시공사 선정",대우건설은 지난 8일 열린 시공사 선정 총회에서 서울 마포구 중동 78번지 모아타운의 시공사로 최종 선정됐다고 10일 밝혔다.모아타운 사업으로 마포구 ...,2025.11.10,서울,전체
45,45,"SK에코플랜트, 광명13-1·2구역 통합재개발사업 수주",SK에코플랜트가 경기 광명시 ‘광명13-1·2구역 통합재개발사업’을 수주했다.광명13-1·2구역 통합 가로주택정비사업 조합은 지난해 12월 조합 설립인가를 ...,2025.11.10,그외,전체
46,46,"""종묘 가치 훼손' VS ""지나치게 과도한 우려""...정부-서울시 충돌",문화체육관광부가 종묘의 가치를 훼손한다며 서울시의 세운4구역 재개발 계획을 공개적으로 비판했다. 문체부의 종묘 보존을 위한 대응 방침에 서울시 ...,2025.11.07,서울,전체
47,47,"""재건축하라면서 대출 막아""...평촌재건축연합회, 정부에 정책 보완 요청",정부의 10.15 주택시장 안정화 대책이 1기 신도시 재건축 사업의 발목을 잡을 수 있다는 우려가 제기됐다. 정부가 다주택자에 대한 주택담보대출 규제를 ...,2025.11.07,서울,전체
48,48,"수원시, 재개발·재건축 정비사업 후보지 주민 설명회 개최",경기 수원특례시(시장 이재준)가 6일 수원시기업지원센터 대회의실에서 재개발·재건축 정비사업 후보지로 선정된 30개 구역 주민을 대상으로 설명회를 ...,2025.11.07,서울,전체
49,49,"신월시영아파트, 최고 21층 3149세대 규모로 신탁방식 재건축",한국토지신탁이서울 양천구 신월시영아파트의 사업시행자로 공식 지정됐다. 10월 1일 지정고시를 신청한 지 한 달여 만이다.1980년대에 준공된2256세대 규 ...,2025.11.07,서울,전체
50,50,"이주없이 새 아파트로, 현대건설 '더 뉴 하우스' 공개",현대건설은 이주없이 노후 공동주택을 신축급으로 개선하는 ‘더 뉴 하우스(THE NEW HOUSE)’를 공개했다.신사업에 적용된 새로운 명칭인 '더 뉴 하우스'는 ...,2025.11.06,그외,전체
51,51,"""용적률 완화 무산 보도 사실 아냐""...국토부 해명","정부가 공공재건축·재개발 사업 및 공공 도심복합사업의 용적률 완화가 무산됐다는 일부 보도에 대해 ""사실과 다르다""는 입장을 내놨다.일부 매 ...",2025.11.06,그외,전체
52,52,"문화재보다 도심 재개발...대법, 서울시 조례 개정 '적법' 판단",서울시의회가 문화유산 인근 개발을 제한하던 조례 규정을 삭제한 것이 적법하다는 대법원 판단이 나왔다. 이와 관련 종묘 앞 세운4구역 재개발 높이 완 ...,2025.11.06,서울,전체
53,53,현대건설 ‘힐스테이트 광명11’ 7일 견본주택 개관,현대건설은 오는 7일‘힐스테이트 광명11(가칭)‘ 견본주택을 열고 분양에 돌입한다.힐스테이트 광명11은 경기 광명시광명동·철산동 일대 광명제11R구역 ...,2025.11.06,그외,전체
54,54,"서울시, 종로·마포·은평 등 신통기획 재개발 후보지 7곳 추가 선정","서울시가 종로, 마포, 용산, 은평구 등 7곳을 신속통합기획 재개발 후보지로 추가 선정했다.시는 지난 3일 2025년 제5차 주택재개발 후보지 선정위원회를 ...",2025.11.05,서울,전체
55,55,"유원제일2차, '파로 써밋 49'로 재건축...대우건설 시공",대우건설은 서울 영등포구 당산동5가 7-2번지 일대 재건축을 추진하는 유원제일2차의 시공사로 선정됐다고 4일 밝혔다.유원제일2차아파트 재건축정비사 ...,2025.11.04,서울,전체
56,56,"한신공영, 서울 금천구 시흥1동 모아타운 수주","한신공영이 서울금천구시흥1동 모아타운 정비사업(A-1, A-2구역) 시공권을 확보했다.한신공영은 지난 1일 금천구 시흥1동 모아타운(A-1, A-2구역) 정비사업 ...",2025.11.03,서울,전체
57,57,용산전자상가 내 나진상가 19․20동 부지 개발계획 확정,서울용산전자상가 내 11개 사업구역 중 6개 구역에 대한 세부개발계획 수립이 완료됐다.서울시는 지난 29일 개최한 제5차 도시·건축공동위원회 수권분과 ...,2025.10.31,서울,전체
58,58,"""원팀으로 재건축 성공""...풍납극동아파트, 추진위 구성 방식 주민의견 수렴",직접 추진이냐 공공지원제냐로 풍납극동아파트가 재건축 사업 방식을 고민한다.풍납극동아파트 재건축 추진준비위원회(위원장 설영미)가 정비계획안 ...,2025.10.30,그외,전체
59,59,더플라자호텔 리모델링·BYC사옥부지·프리마호텔 정비,"서울광장 인근 더플라자호텔·한화빌딩 등 주요 빌딩 3곳, 구로디지털단지역 인접 40층 복합시설, 청담 프리마호텔 부지 재개발 등이 건축심의를 통과했 ...",2025.10.29,서울,전체
60,60,"성수동 찾은 김윤덕 장관 ""빨리 해야겠다. 추진단계 지원 확대""",서울 성동구 성수1구역 재건축 현장을 찾은 김윤덕 국토부 장관이 주민 목소리를 듣고 정비사업 활성화 의지를 드러냈다.성수1구역 방문은김 장관 외에 ...,2025.10.28,서울,전체
61,61,"무영건축-수원 월드컵1구역 추진준비위, 업무협약...1960세대 주택공급 청신호",(주)무영종합건축사사무소(무영건축)는 수원 월드컵1구역 재개발 추진준비위원회와 업무협약을 체결하고 정비사업 지원에 나선다. ...,2025.10.27,그외,전체
62,62,성남시 분당 재건축 목련·샛별마을 특별정비계획 자문위 개최,"성남시(시장 신상진)는 10월 24일, 분당 선도지구로 선정된 목련마을과 샛별마을을 대상으로 ‘분당 노후계획도시 특별정비계획 자문위원회’를 개최했 ...",2025.10.27,그외,전체
63,63,서울 강동역 역세권 활성화...818세대 복합단지로 탈바꿈,서울 5호선 강동역 일대에 총 818세대 규모의 공동주택과 판매 및 복지시설을 갖춘 복합시설이 세워진다.서울시는 지난 24일 열린 제10차 정비사업 통합심 ...,2025.10.27,강동구,전체
64,64,홍은5구역 15년만에 재건축 시동...604세대 단지로 탈바꿈,서울 서대문구 홍은동 274-4번지 일대 홍은5구역 재건축사업이 15년만에 본격화된다. 서울시는 지난 24일 제10차 정비사업 통합심의위원회에서 홍은5 주택 ...,2025.10.27,서울,전체
65,65,"노원구 상계5구역 재정비 현장 찾은 오세훈 ""인허가 절차·갈등해결에 힘 보탤 것""",서울시가 강북 지역 노후 주거지 재정비 사업 지원에 나선다. 오세훈 서울시장은 지난 24일 오전 국민의힘 지도부와 함께 노원구 상계5 재정비촉진구역 ...,2025.10.25,노원구,전체
66,66,"구로구, 재개발·재건축 실무 교육 ‘정비사업 아카데미’ ",서울 구로구는 지난22일 오후 6시 30분 구청 강당에서 ‘2025 구로구 정비사업 아카데미’ 첫 회차 교육을 성황리에 개최했다.정비사업 아카데미는재개발 ...,2025.10.24,서울,전체
67,67,"동작구, ‘재개발·재건축 맞춤형’ 세무 설명회 개최","서울 동작구는 오는 29일오후 2시, 구청 신청사 4층 대강당에서 재개발 및 재건축 분야를 주제로 ‘2025년 합동 세무 설명회’를 개최한다.설명회 1부에서 ...",2025.10.23,서울,전체
68,68,관악구 첫 공공관리 모아타운...난곡동에 1056세대 주택 공급,서울 관악구 신림동697-20번지 일대가 '공공관리 모아타운' 방식으로 개발된다. 관악구는 지난 16일 서울시제15차 소규모주택정비통합심의위원회에서 신 ...,2025.10.22,서울,전체
69,69,"연희1구역재개발, 20년 만에 첫 삽...959세대로 탈바꿈","서울 서대문구 연희동 533번지 일대에서 추진돼 온 연희 제1구역 주택 재개발 정비사업이 20년 만에 첫 삽을 떴다.문성호 서울시의원(국민의힘, 서대문2) ...",2025.10.21,서울,전체
70,70,"신도림 디큐브시티, 주민·사업자 합의로 리모델링 사업 재개",서울 구로구 신도림 디큐브시티 재활성화 사업이 갈등 끝에 합의점을 찾은 것으로 알려진다.구로구는 백화점 소유주이자 사업시행자인 이지스자산운용 ...,2025.10.21,서울,전체
71,71,"LH, ""영진시장·좌원상가 정비사업 시공사 확정""",한국토지주택공사(LH)는 공공사업 시행자로 참여 중인 좌원상가와 영진시장 정비사업의 시공사 선정이 완료됐다고 21일 전했다.  안전E등급을 받은 좌원 ...,2025.10.21,그외,전체
72,72,재건축·재개발 규제 강화...조합원 지위 양도 금지·1주택 공급 제한,정부의 주택시장 안정화 대책에 따라 재건축·재개발 정비사업도 규제를 받게 됐다. 조정대상지역과 투기과열지구로 지정된 구역에서 조합원 지위 양도 ...,2025.10.15,서울,전체
73,73,"박승원 시장, 국토부·LH에 광명시흥 신도시 보상 절차 단축 요청 ",경기 광명시가 광명시흥 신도시 보상 지연으로 어려움을 겪는주민들을 위해 국토교통부와 한국토지주택공사(LH)에 보상 절차 단축을 요청하겠다고 14일 ...,2025.10.14,그외,전체
74,74,"신월시영, 3149세대로 재건축...한국토지신탁 사업시행자 지정 신청",서울 양천구 신월시영아파트 재건축준비위원회가 한국토지신탁을 사업시행자로 지정하는 신청을 양천구에 접수했다. 준비위원회는 지난 8월말부터 동 ...,2025.10.14,서울,전체
75,75,은마아파트 49층·5893세대...공공분양 결합해 재건축,"대치동 노른자 땅으로 불리지만 조합 갈등, 층수 규제 등으로 재건축이 지연됐던 은마아파트가 속도를 낸다. 1979년 준공한 이 단지는 신속통합기획 시즌 ...",2025.10.13,그외,전체
76,76,"오세훈, 강북 개발 의지 피력...""한 채라도 더, 하루라도 빨리""",오세훈 서울시장이 강북 재개발·재건축으로 신도시급 대규모 주택단지를 조성하고 '강북 전성시대'를 열겠다고 밝혔다.오 시장은 추석연휴인 지난 8일 ...,2025.10.10,서울,전체
77,77,"광주 광천재개발, 특별건축구역 지정...최고 45층 5천여세대로 탈바꿈",광주 서구 광천동 재개발 정비사업 구역이 '특별건축구역' 지정을 받았다.10일 정비업계에 따르면 광주시는 최근 광천동 재개발 구역을 특별건축구역으 ...,2025.10.10,서울,전체
78,78,"신월곡1구역, 46층 2,201세대 주거복합단지로 재탄생","서울 마지막 집창촌으로 불리던신월곡1구역이 2,201세대 규모의 주거복합단지로 변모한다.서울시는 제9차 정비사업 통합심의위원회에서 ‘미아중심재정 ...",2025.10.07,서울,전체
79,79,방배15구역 재건축 통합심의 통과...1691세대 중 248세대 공공임대,서울 서초구 방배동 528-3번지 일원 방배15구역 재건축 사업이 서울시 정비사업 통합심의를 통과했다. 2011년 정비예정구역으로 지정된 후 14년 만에 정비 ...,2025.10.07,서울,전체
80,80,"잠실주공5단지 재건축 조합, 연내 사업시행인가 목표",서울 송파구 잠실주공5단지 아파트가 오는 12월 사업시행인가 접수를 목표로 절차 준비에 박차를 가하고 있다.5일 정비업계에 따르면잠실5단지 아파트  ...,2025.10.05,서울,전체
81,81,성수2지구 재개발 조합장 논란에 포스코이앤씨 불참...시공사 선정 변수,서울 성동구 성수전략정비구역 2지구(성수2지구) 재개발 사업이 시공사 선정 과정에서 변수를 맞았다. 이 사업에 참여할 것으로 보였던 포스코이앤씨가 ...,2025.10.02,서울,전체
82,82,"목동13단지 사업시행자 대신자산신탁...최고 49층 3,852세대로 탈바꿈",서울 양천구는'도시 및 주거환경정비법' 제27조에 따라 ‘목동 13단지 아파트 재건축 정비사업’의 사업시행자로 대신자산신탁을 지정 고시했다고 2일  ...,2025.10.02,서울,전체
83,83,"중곡1동 정비사업 주민학교 개최...박성연 시의원 ""속도, 소통 중요""","서울특별시의회 박성연 의원(국민의힘, 광진2)은 지난 달 26일 광진구 중곡1동 주민센터 대강당에서 열린 ‘서울시 찾아가는 정비사업 주민학교’에 참 ...",2025.10.02,서울,전체
84,84,"천호8구역, 520세대 규모 주거복합단지로 재개발...2027년 착공",서울 강동구 천호동 교통 요충지에 주거복합단지가 들어선다.서울시는 최근 열린 제9차 정비사업 통합심의위원회에서 ‘천호8 재정비촉진구역 도시정 ...,2025.10.01,강동구,천호동
85,85,성남 야탑·이매 비행안전구역 조정..재건축 탄력,"경기도의회 이서영 도의원(국민의힘, 비례)은 국방부가 지난달 29일 발표한 서울공항 인근 성남 야탑·이매 지역 비행안전구역 변경 고시에 대해 “주민 ...",2025.10.01,서울,전체
86,86,"현대건설, 압구정2구역 재건축 수주...65층 2571세대로",현대건설이 압구정2구역 재건축사업을 수주했다.사업지는 서울 강남구 압구정동 434번지 일대에 위치한다.압구정아파트지구 특별계획구역2 재건축정비 ...,2025.09.30,서울,전체
87,87,"비행안전구역 변경 고시, 야탑·이매, 고도제한 완화","국방부가 9월 29일자로 서울공항 인근 비행안전구역 변경 고시를 확정, 발표했다. 이에 따라 경기 성남시 야탑동과 이매동 일부 지역의 고도제한이 완화 ...",2025.09.30,서울,전체
88,88,성남 수정·중원구 등 원도심 생활권 재개발 본격화,경기 성남시는 수정·중원구 원도심 생활권 재개발사업을 본격화한다.이를 위해 ‘2030 성남시 도시·주거환경정비기본계획(변경)’에 따라 선정된 5개  ...,2025.09.30,그외,전체
89,89,"종상향·용적률 인센티브...부천시, 2030 정비기본계획 변경",경기 부천시는 장기간 침체된 원도심 정비사업에 활력을 불어넣기 위해 29일 ‘2030 도시·주거환경정비 기본계획’ 변경안을 확정·고시했다. 사업성 개 ...,2025.09.29,그외,전체
90,90,"626세대 청파1구역, 대우건설 품으로...루이리스 써밋으로 재개발",대우건설이 서울 용산구 청파1구역주택재개발정비사업 시공사로 선정됐다.이 사업으로 서울 용산구 청파동2가 11-1번지 일대에 지하 5층 ~ 지상 25층 10개 ...,2025.09.29,서울,전체
91,91,"서울시, 신통기획시즌2...정비사업 12년 내 완료","서울시가 신속통합기획 시즌2를 가동한다. 절차 간소화, 협의·검증 신속화, 이주촉진 등을 통해 정비사업 전체 기간을 추가로 1년 단축, 기존 18.5년에서 ...",2025.09.29,서울,전체
92,92,"백송·후곡·강촌·정발마을, 1기 신도시 재건축 속도",경기 고양시는 준공 30년을 맞이한 일산신도시 재건축 사업에 속도를 내고 있다고 29일 밝혔다. 시는 선도지구 4곳을 중심으로 특별정비계획 수립을 본격 ...,2025.09.29,그외,전체
93,93,"규제완화 수혜입은 문래동4가, 49층 2176세대 '문래 네이븐'으로 재개발",삼성물산 건설부문과 대우건설 컨소시엄(이하 삼성대우사업단)이 서울 영등포구 문래동4가 재개발사업의 시공사로 선정됐다.문래동4가 재개발 정비사 ...,2025.09.29,서울,전체
94,94,1기 신도시 정비사업 본격화...6만3천호 임기 내 공급,국토교통부가 차질없는 주택 공급을 위해 주민 제안 방식을 도입하고 구역 지정 물량 한도를 확대한다.김윤덕 국토교통부 장관은 지난 25일 9.7 주택공급 ...,2025.09.26,그외,전체
95,95,"에스앤아이, 상반기 리모델링 매출 270%↑...비주거 시장 선도 가속",프롭테크 기반종합 부동산관리 기업 에스앤아이코퍼레이션이 비주거용 분야 시장 선점에 속도를 내고 있다. 회사는 올 상반기 리모델링 사업 매출이 전 ...,2025.09.26,그외,전체
96,96,"HDC현대산업개발, 상봉 센트럴 아이파크 견본주택 개관",상봉재정비촉진지구 9-I구역 이마트 상봉점 부지를 개발해 들어서는 상봉 센트럴 아이파크가 분양에 앞서 26일 견본주택을 열었다. HDC현대산업개발이 시 ...,2025.09.26,서울,전체
97,97,"미아2 재정비촉진구역, 규제철폐 적용 '신도시급' 재개발 속도","오세훈 시장, 강북 랜드마크 될 '미아2 재정비촉진구역' 점검… 미니신도시 본격화- 20년만에 용적률 체계 개편, 법정상한용적률 특례, 사업성보정인센티 ...",2025.09.25,그외,전체
98,98,"서대문구, '북아현3구역 재개발 건축심의 유효'",북아현3구역 재개발 사업을 놓고 건축심의 효력 여부에 대한 우려가 계속되자 서대문구청이 이에 대한 입장을 조합에 전달했다.서울 서대문구는 최근  ...,2025.09.24,서울,전체
99,99,"목동10단지 재건축, 한국토지신탁 사업시행자 지정 신청",목동10단지가 한국토지신탁을 사업시행자로 지정해달라는 내용의 신청서를 양천구청에 제출했다.목동10단지 재건축추진위원회는 지난 7월 31일 단지에 ...,2025.09.24,서울,전체
